trialset_id,condition_idx,trial_type,block,class,url
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_35.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S6_183.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S9_274.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S2_62.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S7_223.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S4_105.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S3_72.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S4_126.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S6_191.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S9_271.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_53.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_37.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_47.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S9_282.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S9_261.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_54.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S9_277.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_49.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S6_184.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S8_252.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S8_229.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S6_170.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_57.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S2_38.png
0,0,tongue_nat,1,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S3_92.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S7_193.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S3_71.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S6_179.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S5_150.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S4_113.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S8_230.png
0,0,tongue_nat,1,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S5_128.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S5_147.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S1_23.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S1_31.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S4_108.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S8_245.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S4_110.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S6_178.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S3_72.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S2_33.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S6_190.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S2_47.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S6_186.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S3_85.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S9_273.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S8_252.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S9_263.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S5_145.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S5_135.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S8_242.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S7_214.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S4_120.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S5_150.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S6_184.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S5_141.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S6_167.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S2_60.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S6_180.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S7_193.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S8_229.png
1,1,tongue_enh,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Tongue_S1_6.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S1_7.png
1,1,tongue_enh,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_enh/E_Down_S5_159.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S6_189.png
1,1,tongue_nat,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S4_122.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S7_200.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S6_187.png
1,1,tongue_nat,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S4_109.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S5_143.png
1,1,tongue_nat,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S9_276.png
1,1,tongue_nat,0,tongue,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Tongue_S4_103.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S2_44.png
1,1,tongue_nat,0,feet,https://maggie-experiment.s3.us-east-2.amazonaws.com/tongue_nat/U_Down_S8_235.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S8_243.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S1_9.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S4_97.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S6_172.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S8_251.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S5_146.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S1_22.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S1_28.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S8_237.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S7_202.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S2_63.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S6_176.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S5_144.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S9_268.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S6_177.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S2_59.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S2_42.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S4_96.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S4_121.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S3_84.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S9_287.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S3_73.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S8_240.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S7_221.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S2_52.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S8_225.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S8_238.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S6_166.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S1_24.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S2_58.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S7_216.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S5_158.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S1_5.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S4_102.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S6_171.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S8_247.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S7_211.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S3_79.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S4_101.png
1,1,hand_nat,1,right,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Right_S5_152.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S7_207.png
1,1,hand_nat,1,left,https://maggie-experiment.s3.us-east-2.amazonaws.com/hand_nat/U_Left_S9_280.png
